ID,Name,Type,Keywords,Range,Description,Requirements,Combined Costs,Mana Cost,AP Cost,RP Cost,Other Costs,Benefits,Associated Abilities,Parent Ability,Subdivision Index,Gathering Cost,Gathering Bonus
rage_stance,Rage Stance,true_ability,Stance,Self,"You enter a Stance in which you prioritize offense over defense. The Stance lasts until the encounter ends, your HP reaches 0 or up to an hour. While the Stance lasts, gain 2 additional AP that can only be used on melee attacks each turn (including the turn you use this), but cannot use actions that use RP other than attack of opportunity unless they have the Rage keyword. You also cannot use abilities with the Spell keyword, unless they also have the Rage keyword. You are treated as having 0 RP for abilities with that as a requirement. While in your Rage Stance, you gain a +1 bonus to Guard and a +5 bonus to all Fitness checks.",,AP: 2 MP: 2,2,2,,,,,,,,
raise_undead,Raise Undead,true_ability,Summon,30ft,"You raise the target corpse as a basic undead, such as a zombie. This zombie is treated as a non-heroic unit that you can command directly. You can have multiple zombies under your command, up to your Necromancer level + 1. However, the zombies act as a group under the same token rather than having an individual token. The group acts on your Initiative.

Each zombie has a single point of HP and immediately dies, but you only lose 1 zombie per attack the group takes, including AoE attacks that do not deal Holy Damage. AoE attacks that deal Holy damage remove a number of zombies equal to the damage taken. The zombie group has a focus and power of 3 + 1 for every 3 zombies, rounded down. They have an Agility of 2 and Toughness equal to 4. They have access to all basic actions, but otherwise have no special abilities. As a non-heroic entity, they only have access to a single RP. Because they are undead, they are immune to all mind-affecting effects.

A raised undead lasts until the end of the arc or until killed, after which the corpse cannot be raised again in any way.",Target must be a dead humanoid.,AP: 2,,2,,,,,,,,
rangers_journey,Ranger's Journey,key_ability,,,,,AP: 0,,0,,,"You gain proficiency in light and medium armor, a common ranged weapon group and a common melee weapon group., You gain 5 points in one of the following: Appraise, Athletics, Stealth, Medicine, Perception, Survival, Animal Husbandry or Common Knowledge. You can exchange any skill point for 2 expertise points, but must spend them in these skills., You can use Status Assessment.",Status Assessment (status_assessment),,,,
rapid_blasts,Rapid Blasts,key_ability,,,,,,,,,,You may use Ki Blast II.,Ki Blast II (ki_blast_ii),,,,
rappelling_dagger,Rappelling Dagger,true_ability,,30ft,"You may make a Light Attack against the target. On damage, you may move to the closest available spot within 5ft of the target. This movement does not provoke attacks of opportunity. Can be used against non-living objects and the on damage part always applies when used in that way.",Throwing Weapon or Thrown attack only.,AP: 1 MP: 1,1,1,,,,,,,,
receive_oracle,Receive Oracle,true_ability,Divination,Self,You seek divine knowledge on a topic and can ask up to three yes or no questions.  You then receive a vision on the answers from an unknown entity.  The DM chooses the information you receive.  You regain the use of Receive Oracle after a rest.,,AP: 4,,4,,,,,,,,
reckless_strike,Reckless Strike,true_ability,Rage,Melee Weapon Range,You may make a Heavy Attack against the target.,,AP: 1 RP: 1,,1,1,,,,,,,
recover_power,Recover Power,key_ability,,,,,,,,,,Any temporary HP on you at the end of an encounter is converted into healing. You regain HP equal to half the value of temporary HP you have remaining.,,,,,
redirected_force,Redirected Force,true_ability,Counter,Melee Weapon Range,"You redirect the incoming attack back onto the attacker, using the same attack roll. The attacker may react to this attack as normal.

Can not be used against the same attack used to enter the Serene Water stance.",Must be in Serene Water stance and after a melee attack against you missed.,RP: 1,,,1,,,,,,,
redistribute,Redistribute,true_ability,,80ft,"You may transfer temporary HP from a single willing ally within range to any number of other allies within range. The total amount of temporary HP must be the same after the transfer.

May only redistribute temporary HP you applied through the use of a Shieldwarden or Veilguard ability. Does not affect temporary HP added through Reinforce.",,AP: 2,,2,,,,,,,,
refreshing_stream,Refreshing Stream,true_ability,Spell,15 ft,"You cast this ability on water within range, recovering fatigue and granting the target 1 RP.  The target cannot go over their max RP from this.",,MP: 2 RP: 1,2,,1,,,,,,,
regrowing_limbs,Regrowing Limbs,true_ability,,,"You regrow a lost limb, restoring it to full use.",Costs 1 Interlude Point,,,,,,,,,,,
reinforce_armor,Reinforce Armor,true_ability,,Self,"Until the start of your next turn, the guard and block value gained from an armor and shield you crafted and are wearing is doubled.

Does not affect armor plates.",Must be wearing armor or a shield you crafted.,MP: 2 RP: 0,2,,0,,,,,,,
repair_armor,Repair Armor,true_ability,"Interlude, Errand",,Errand. You repair a broken armor.,,,,,,,,,,,,
repair_artifice,Repair Artifice,true_ability,"Interlude, Errand",,Errand. You repair a broken artifice.,,,,,,,,,,,,
repair_weapon,Repair Weapon,true_ability,"Interlude, Errand",,Errand. You repair a broken smithing weapon.,,,,,,,,,,,,
repair_wood_weapon,Repair Wood Weapon,true_ability,"Interlude, Errand",,Errand. You repair a broken carpentry weapon.,,,,,,,,,,,,
rescue,Rescue,true_ability,"Spell, Teleport",60ft,"You Teleport a willing ally within range to an empty square next to you. If the target is mounted, you may also teleport their mount together with the target.",,AP: 2 MP: 2,2,2,,,,,,,,
rescue_drop,Rescue & Drop,true_ability,,5ft,"You pick up a willing ally and put them on your mount. They travel with you on the back of your mount until either you or they spend 0 AP or 1 RP to place them back on the ground. An ally that is being rescued can not take any other actions until they are dropped.

Only 1 ally can be rescued at a time.",Must be mounted.,AP: 1,,1,,,,,,,,
resheathe,Resheathe,true_ability,,Self,"You regain the Iai state. In addition, your next Iai strike this encounter gains Full Pierce.",Not in Iai state.,AP: 4,,4,,,,,,,,
reverse_polarity,Reverse Polarity,true_ability,,,"You invert the roll result. (1 becomes 10, 2 becomes 9 etc)",Must be in a crafting session.,,,,,,,,,,,
ricochet,Ricochet,true_ability,,Ranged Weapon Range,You may make a Light (1 AP) or Heavy (2 AP) Attack against the target. The target does not benefit from Light Cover against this attack.,Pistol only.,AP: 1,,1,,,,,,,,
rider_mount_as_one,Rider & Mount As One,true_ability,,Self,"While you are mounted and not flying your mount is no longer a valid target for attacks, including AoE attacks.",,,,,,,,,,,,
riposte,Riposte,true_ability,Counter,Melee Weapon Range,You may make a Heavy Attack against the target that you used your Parry ability against.,May only be used after you use the Parry fencer ability and you regained the RP.,RP: 1,,,1,,,,,,,
riposte_ii,Riposte II,true_ability,Counter,Melee Weapon Range,You may make a Heavy Attack against the target that you used your Parry ability against.,May only be used after you use the Parry fencer ability and you regained the RP.,MP: 2 RP: 0,2,,0,,,,,,,
rock_and_stone,Rock and Stone,key_ability,,,,,,,,,,"You gain proficiency in 1 armor or in the shield. You also gain proficiency in the Pickaxe specialty weapon., You gain the ability to gather mining outcrops., You gain the ability to create Ingots as an Errand.  See item: Blacksmithing Materials",,,,,
rock_fang,Rock Fang,true_ability,Sunder,Melee Weapon Range,"Make a heavy attack against the target. On damage the target is affected byArmor Sunder 2, reducing their guard by 2 until the start of your next turn. This attack also immediately benefits from the Sunder effect.",Pickaxe only,AP: 3,,3,,,,,,,,
rogues_journey,Rogue's Journey,key_ability,,,,,AP: 1,,1,,,"You gain proficiency with light armor and with a group of One-Handed weapons. This list currently is: Small weapons, Light swords, Dueling weapons and Set of missiles., You gain +5 skill points in Roguecraft and +5 skill points to spend in Acrobatics, Stealth, Deception, Perception, Insight, Negotiation, Intimidation or a relevant Expert Knowledge skill (By DM Approval).  You can exchange any skill point for 2 expertise points, but must spend them in these skills., You can use Feint.",Feint (feint),,,,
running_shot,Running Shot,true_ability,,Ranged Weapon Range,You make a Heavy attack against the target.,Must be mounted and taking a movement action.,RP: 1,,,1,,,,,,,
rushing_knee_drop,Rushing Knee Drop,true_ability,"Sure Hit, Unarmed Strike, Jump",15ft,"You may spend either 1 AP or 1 RP to leap up to 15 ft and crush a target within 5ft with a knee attack, dealing Light Damage. This movement does not provoke attacks of opportunity.",An enemy is rendered prone in range.,AP: 1 RP: 1,,1,1,,,,,,,
sable_grace,Sable Grace,true_ability,,,You take the Dodge action against the triggering attack. You remove Lock-On from this attack and treat your Dodge as 99 against it.,You become the target of an attack. Can only be used during the night.,MP: 1 RP: 1,1,,1,,,,,,,
saboteur,Saboteur,key_ability,,,,,AP: 4,,4,,,"You gain proficiency in Saboteur Thread Daggers., You may use Presence Concealment.",Presence Concealment (presence_concealment),,,,
sacrament,Sacrament,true_ability,Enchantment,Touch,"You touch one willing ally’s or your own weapon and bless it. Until the end of the encounter, the weapon deals Holy Damage and grants a +1 Power Enchantment.",,AP: 2 MP: 0,0,2,,,,,,,,
sapping_ward,Sapping Ward,true_ability,"Bounded Field, Spell",Touch,"A ward that can be placed on a normal-sized room or can be combined to ward off a house or larger area. Each ward can cover a 20ft radius and for each Sapping Ward placed in the same area as another Sapping Ward, this radius increases by 20ft (For example, 60ft with 3 Sapping Wards) If someone other than you enters the area, they must make a save against your Potency or become Weakened. Non-heroic units that enter the area must make a save or become Stunned instead. These conditions last while they remain inside the field and for an additional 2 rounds after exiting it. Casting this takes 10 minutes of uninterrupted casting. Once triggered, the field remains active for 5 more minutes before vanishing. You may at the time of casting choose a number of people equal to your Focus that can enter the area without triggering the ward. If not triggered, Sapping Ward lasts until you remove it. While it remains, your maximum mana is reduced by 2 for each instance of Sapping Ward you have active. This is considered a tier 2 ward.",,MP: 2,2,,,,,,,,,
saprophytic_bolt,Saprophytic Bolt,true_ability,"Healing, Spell, Earth",60ft,"You may make a Light Attack against the target, dealing Earth damage On damage, the current host of Spore Symbiote is Healed for your Power + 3.",,AP: 1 MP: 1,1,1,,,,,,,,
